vid,score,w,h
f321812krhx,2,486.0,864.0
s32186owake,2,486.0,864.0
j3217jj2mcp,2,864.0,486.0
e3217p1tgkw,2,486.0,864.0
o32171abvt7,2,540.0,960.0
y3217l8vpmg,2,486.0,864.0
v3217ybb5df,2,540.0,960.0
z3217zghz0r,2,486.0,864.0
c3217551vo4,2,432.0,960.0
d3217ohhz2d,2,540.0,960.0
b3217zwduqf,2,540.0,960.0
u3217r80pq4,2,540.0,960.0
p3217z5yl3q,2,486.0,864.0
q3217sk99hf,2,486.0,864.0
f3217axz6wp,2,486.0,864.0
l3217ymy7ep,2,486.0,864.0
m3217mswc3s,2,486.0,864.0
w3218elqw0r,2,486.0,864.0
t3218gyauen,2,486.0,864.0
k3218n5pnat,2,486.0,864.0
c3218h2qmoe,2,540.0,960.0
z3218ckxn2p,2,864.0,486.0
b3218r4y15n,2,486.0,864.0
j32187ifj9k,2,486.0,864.0
k32183duv5t,2,486.0,864.0
v3218sxtl92,2,486.0,864.0
m3216jqgv5q,2,864.0,486.0
e3218zftgax,2,864.0,486.0
v3218scomn2,2,540.0,960.0
c3218boaxol,2,486.0,858.0
n1437wy06cy,2,864.0,486.0
t3218fvwhns,2,540.0,960.0
t321953yxpx,2,486.0,864.0
z3219vjbz1i,2,432.0,864.0
w3219mgrh1l,2,432.0,864.0
t321819p3g7,2,864.0,486.0
z3219crgktd,2,486.0,864.0
q32197vx41s,2,486.0,864.0
x3219thj5jn,2,486.0,864.0
b3219iyo05w,2,486.0,864.0
h3219rdha8v,2,486.0,864.0
i3218iuuc2s,2,864.0,486.0
k32197knryy,2,486.0,864.0
o32199fctno,2,486.0,858.0
t3219nnutgv,2,486.0,864.0
h3219uflaq8,2,540.0,960.0
c3221pui3j5,2,486.0,864.0
l32186niwxv,2,486.0,864.0
b3218ta7py3,2,486.0,864.0
d3221f8fkz4,2,486.0,864.0
y3219u0exiv,2,864.0,486.0
b3221m9ugna,2,486.0,864.0
e3221ygt90h,2,486.0,864.0
m3221tubvzu,2,540.0,960.0
z3219ivgdrn,2,486.0,864.0
i32217o55zd,2,486.0,864.0
u3221de0mn2,2,540.0,960.0
f3219n2lhrp,2,486.0,864.0
c3221ytwmg6,2,486.0,864.0
a3221w6xr5p,2,486.0,864.0
p3221gx4264,2,540.0,960.0
a3221b68gip,2,486.0,864.0
n3221fzc1cy,2,486.0,864.0
d32217d3v0m,2,540.0,960.0
n3217qldhmq,2,486.0,864.0
p32178ifmnw,2,486.0,864.0
y3217zv518t,2,486.0,864.0
l32186br0wp,2,486.0,864.0
y3217aih4qh,2,486.0,864.0
h3217i6u50e,2,486.0,864.0
r3218y4pmao,2,864.0,486.0
d3220ycginn,2,486.0,864.0
f32190kf8at,2,540.0,960.0
w3220ys0w3p,2,486.0,864.0
x3218mzuz1x,2,486.0,864.0
d3220pxdu74,2,432.0,864.0
v3220g1imq1,2,540.0,960.0
p32185bmvtp,2,864.0,486.0
d32202xqh2v,2,486.0,864.0
y3220j6njk9,2,432.0,864.0
w3218tgk5es,2,486.0,864.0
e32186rlvqt,2,540.0,960.0
o32198hmk9n,2,486.0,864.0
b3218wuyfj8,2,432.0,864.0
t3218tl6gpa,2,486.0,864.0
x3219bsl0u3,2,486.0,864.0
p3217esac1y,2,864.0,486.0
o321836ylef,2,486.0,864.0
t3218x3cn95,2,486.0,864.0
p3218uldn6b,2,540.0,960.0
l3218ltgsp6,2,864.0,486.0
o32198ctgdx,2,486.0,864.0
c32180b252i,2,486.0,864.0
f32189b9nl8,2,540.0,960.0
y3218e6nqhq,2,400.0,864.0
f3219zdyezk,2,540.0,960.0
c32188clmp8,2,864.0,486.0
q3219vjjsbg,2,864.0,486.0
r3218pi7brf,2,540.0,950.0
q3219sjy2m3,2,486.0,864.0
s321990jmz6,2,486.0,864.0
b3218qdtjwx,2,486.0,864.0
c3218lhwyir,2,486.0,864.0
h3219cho912,2,486.0,864.0
t3219f0xjp1,2,432.0,864.0
a3218tjivg5,2,486.0,864.0
g32188yuj8i,2,864.0,486.0
w3218embt85,2,486.0,864.0
d3219ux15ei,2,432.0,864.0
c3220nnl74q,2,864.0,486.0
w3220bnhaw6,2,486.0,864.0
f3220680z6p,2,486.0,858.0
t3219iyx7hp,2,486.0,864.0
e3219oftkkh,2,864.0,486.0
r32189yf9mc,2,864.0,486.0
t14370s7apj,2,486.0,864.0
o3218thnu1w,2,864.0,486.0
h3217dtkkxm,2,486.0,864.0
q3221v13013,2,540.0,960.0
g322085en5l,2,486.0,864.0
h3221dvrjp3,2,486.0,864.0
r3221v2r683,2,864.0,486.0
l3218s3a2g3,2,486.0,864.0
d3218ln3yfd,2,540.0,960.0
s3218ibi05z,2,486.0,864.0
t32182uyu3d,2,486.0,864.0
f3218imwjmd,2,486.0,864.0
a3218ch13ti,2,540.0,960.0
s32189whcga,2,864.0,486.0
q3218xlf8ae,2,486.0,864.0
o32187a9kob,2,864.0,486.0
d32179wk4lg,2,486.0,864.0
b3216nene2t,2,486.0,864.0
z3218wetsq8,2,486.0,864.0
n3217x8p1gx,2,486.0,864.0
n3216bzbj2n,2,486.0,864.0
y3217x6tdio,2,864.0,486.0
e32170um7zh,2,486.0,864.0
l3217amh058,2,486.0,864.0
v3217jq75uq,2,486.0,864.0
m3217unxew0,2,486.0,864.0
m32175dwjdz,2,486.0,864.0
x3217je5ile,2,486.0,864.0
g3217tcbydl,2,486.0,864.0
p3216nh6mb2,2,486.0,864.0
w3217ue5amz,2,486.0,864.0
r32171z2t6r,2,486.0,864.0
r3217yivxs9,2,486.0,864.0
h3218ylomyg,2,486.0,864.0
d32180pegek,2,486.0,864.0
f32210dabk5,2,486.0,864.0
e32197qxi5c,2,486.0,864.0
l3217o2dhwy,2,486.0,864.0
v3220aa5qgg,2,864.0,482.0
t3221yod4on,2,432.0,864.0
u3221xlyfv5,2,486.0,864.0
u3221wvvo31,2,540.0,960.0
k3221raxkgj,2,540.0,960.0
i3221aki9qx,2,864.0,486.0
z3221pretqd,2,540.0,960.0
c3221nws0y7,2,486.0,864.0
f32191o0w75,2,864.0,486.0
v321915x9zb,2,540.0,960.0
k321819t8l8,2,864.0,486.0
g3218nhgu1k,2,486.0,864.0
m3218xukale,2,540.0,960.0
v3218xi5esu,2,486.0,648.0
s3214ewy4v2,2,864.0,486.0
w3218uiu36y,2,486.0,864.0
b3218r57k6j,2,486.0,858.0
e321931inqu,2,486.0,864.0
z32190k9jit,2,486.0,864.0
y3219kfnqak,2,486.0,864.0
v3218a392xq,2,540.0,960.0
v321882ujvq,2,864.0,486.0
e3218nbwdwn,2,540.0,960.0
v3217dvkv4x,2,486.0,864.0
l3219lxz2pc,2,864.0,486.0
c3218qja6ny,2,540.0,960.0
o3218iygupr,2,540.0,960.0
u3219u80zsg,2,486.0,864.0
x3219u1z622,2,486.0,864.0
v3219svgxe1,2,486.0,864.0
b3219z0y3ev,2,864.0,486.0
n3219lp5k7u,2,864.0,486.0
f32177rff4s,2,864.0,486.0
n32198nfpxw,2,864.0,486.0
e3218saru5u,2,486.0,864.0
w3219h7u99t,2,486.0,864.0
m3218pc8t8a,2,486.0,864.0
d3219lxangc,2,486.0,864.0
f32193w7p96,2,540.0,960.0
q3219kq45el,2,486.0,864.0
x321922p7nn,2,390.0,864.0
q32186heuws,2,540.0,960.0
b3219k0ndst,2,486.0,864.0
t3219hx81v4,2,486.0,864.0
f3219kodf4t,2,486.0,864.0
g3219og8c4f,2,486.0,864.0
g32198gcsuf,2,540.0,960.0
a1437jmb9h0,2,486.0,864.0
e3219etk7fg,2,486.0,864.0
o3219dyqb9j,2,486.0,864.0
v3219nerxbj,2,486.0,856.0
l0035caw1vi,2,864.0,486.0
e32195nxns0,2,540.0,960.0
p32194860vc,2,486.0,864.0
f09794k86nc,2,864.0,486.0
x3102g3hoou,2,540.0,960.0
l31152nmg58,2,540.0,960.0
b31238pcy5e,2,864.0,486.0
u3149zekpeo,2,486.0,864.0
e3107inlucw,2,864.0,486.0
i0034bp0iyy,2,864.0,486.0
s3104yrjgg2,2,864.0,486.0
g0034axtg0w,2,486.0,864.0
r3102ayqlou,2,486.0,864.0
f3108pwib1i,2,540.0,960.0
x3081e2ies5,2,540.0,960.0
u3219ya9tyi,0,864.0,486.0
r3219hcc3bs,0,540.0,960.0
v3219bokdvm,0,864.0,486.0
n3219xl5zzp,0,486.0,864.0
m3219ti1nlf,0,486.0,864.0
u3219ai45cu,0,864.0,486.0
a3108aajesy,0,648.0,486.0
p3219lc050d,0,864.0,486.0
v321978lvjp,0,864.0,486.0
r32192uks7t,0,486.0,864.0
h3219r27ufr,0,864.0,486.0
a3219w5ak7d,0,486.0,864.0
n32197l8842,0,864.0,486.0
h3219t7k883,0,486.0,864.0
t3219k8s6l0,0,864.0,486.0
l32118gt3rf,0,864.0,486.0
d14373v01q7,0,864.0,486.0
p32197xos2t,0,864.0,486.0
h3219nxrv3l,0,864.0,486.0
h3219in7xem,0,864.0,486.0
c3219rmjza8,0,864.0,486.0
y321988y3gw,0,486.0,864.0
u3219feltwo,0,864.0,486.0
z321955n5rq,0,486.0,864.0
a3143h6m0zs,0,864.0,486.0
t3218ci03i1,0,864.0,486.0
g3219pnshka,0,864.0,486.0
x3219xjp55f,0,864.0,486.0
d0035lmfuw3,0,864.0,486.0
f0034b1u5l1,0,648.0,486.0
c32192ip90o,0,864.0,486.0
g0035258ro3,0,864.0,486.0
q3211a3qc97,0,858.0,486.0
v3219rzmebz,0,864.0,486.0
b3219gpt8ri,0,864.0,486.0
o3219l7wz23,0,864.0,486.0
v0979o489yo,0,864.0,486.0
p3219t9oeg6,0,864.0,486.0
l3219fii89g,0,864.0,486.0
y3219levr39,0,864.0,486.0
j3066peutnn,0,864.0,486.0
e3219f2dgyo,0,864.0,486.0
m3219mx4odu,0,864.0,486.0
a3219d6vkhx,0,864.0,486.0
z321984ujpc,0,864.0,486.0
l32198dwit5,0,648.0,486.0
a3021g0h9l7,0,864.0,486.0
q32192xfx9y,0,864.0,486.0
a321996lkt7,0,864.0,486.0
q1437phgxmr,0,846.0,486.0
h321954ayo1,0,864.0,486.0
z32194vj5mn,0,486.0,864.0
u3219umq4n6,0,864.0,486.0
c00342yiq3j,0,864.0,486.0
l3219fhopxz,0,864.0,486.0
i3219hvs0m4,0,864.0,486.0
x1437rox892,0,864.0,486.0
p3219tfl0aq,0,486.0,864.0
v32198mpm8k,0,864.0,482.0
f3219r75dtr,0,486.0,864.0
x3219vz181w,0,864.0,486.0
x09783oq92i,0,864.0,486.0
e3219r09xkx,0,486.0,864.0
p3219sviuz9,0,864.0,486.0
g32198oyxqr,0,864.0,486.0
l3219fayvb1,0,864.0,486.0
w0035qke0gk,0,864.0,486.0
j3219x6uzs0,0,486.0,864.0
l1437m23ipl,0,486.0,858.0
b3219dn3ahx,0,486.0,864.0
h32192jbf2t,0,864.0,486.0
y3219kyogmn,0,486.0,864.0
q3219x4sazm,0,522.0,486.0
l321989ewpc,0,864.0,486.0
x0035o61jl9,0,864.0,486.0
i0035ttx8jx,0,864.0,486.0
b3219kmwq2b,0,864.0,486.0
b3219pnat0y,0,864.0,486.0
u3219g07q0g,0,864.0,486.0
o32198zua0b,0,486.0,864.0
v3219377li5,0,486.0,864.0
f3219hvkqys,0,486.0,864.0
u3219fg0zn8,0,486.0,864.0
t3219tu0zmk,0,864.0,486.0
o3210tfpzx3,0,864.0,486.0
j3219gt5uia,0,486.0,864.0
q3219x6gnpf,0,864.0,486.0
o3219lrwh46,0,648.0,486.0
r3219p0f5o7,0,486.0,864.0
n32197iuh84,0,486.0,864.0
p321030xy0f,0,864.0,486.0
w3219h606bc,0,864.0,486.0
v3219zoyr1x,0,864.0,486.0
k3219wt6bcl,0,864.0,486.0
k3219ymwua9,0,486.0,864.0
o321913184e,0,486.0,864.0
l0959ovcmse,0,864.0,486.0
z3219wz3tfl,0,540.0,766.0
d32195gmqdz,0,486.0,864.0
l32191ctjo7,0,486.0,864.0
e3219sog04t,0,486.0,864.0
t32199mky81,0,486.0,864.0
m1437v5q5m8,0,864.0,486.0
d30133w6s0w,0,864.0,486.0
s3219shjiuz,0,858.0,486.0
b3219lc61kd,0,864.0,486.0
b3219csvdkv,0,864.0,486.0
j0929vl15ax,0,864.0,486.0
z3219e10a5n,0,486.0,864.0
h3219jehpn3,0,486.0,864.0
p32182vf8mu,0,486.0,864.0
j32198edhqi,0,864.0,486.0
p32196yyuiq,0,864.0,486.0
k3219mtw4v9,0,864.0,486.0
u3219x9bpxr,0,864.0,486.0
j3219zp6zrf,0,864.0,486.0
e32193wqqji,0,486.0,854.0
g3219uln0qd,0,864.0,486.0
c3219vew3ye,0,864.0,486.0
a3219nsl2if,0,486.0,864.0
t3219rbcg93,0,486.0,858.0
a32191ej5de,0,486.0,864.0
x3218lbtruy,0,486.0,864.0
q05370bxy9f,0,848.0,480.0
d3219m115vc,0,864.0,486.0
o32194fcijw,0,864.0,486.0
k3219bu7fwe,0,864.0,486.0
c0034jsd0uo,0,864.0,486.0
q3219oq0pvi,0,540.0,960.0
v00346mv159,0,864.0,486.0
d3219jdr5y0,0,486.0,864.0
d0035rtl5vx,0,864.0,486.0
o3116wb0iud,0,540.0,960.0
x3219lazy1v,0,864.0,486.0
n3219ld6uuc,0,864.0,486.0
b32195tbiww,0,486.0,864.0
y32192elqs7,0,864.0,486.0
q3219iz6atb,0,486.0,864.0
i3219cxmzf1,0,486.0,864.0
k32190h1ocn,0,864.0,486.0
d3219q1izf7,0,486.0,864.0
y3219jrbkrx,0,730.0,486.0
m1437hx69xk,0,864.0,486.0
q32191878e4,0,864.0,486.0
c00342i1s18,0,864.0,486.0
b32196c6rsj,0,864.0,486.0
p32190nfdym,0,864.0,486.0
k0980lih4eo,0,864.0,486.0
g32190c0jui,0,864.0,486.0
l3219o914ds,0,864.0,486.0
d3219o5m716,0,864.0,486.0
d32193zvul4,0,864.0,486.0
p3219m3pwlz,0,864.0,486.0
f3219jnq2v8,0,864.0,486.0
t3219tiel74,0,864.0,486.0
j3219aa9f1l,0,662.0,486.0
g32195gla4n,0,486.0,864.0
t32190aodhg,0,540.0,960.0
f3219q9tioa,0,864.0,486.0
n14377wcy5k,0,864.0,486.0
l1437qu7bk8,0,864.0,486.0
a3123msqmww,0,486.0,864.0
u3219zhhcnf,0,864.0,486.0
w32188pbpu3,0,864.0,486.0
j32190ulhvp,0,864.0,486.0
p32196k20ex,0,864.0,486.0
y3219bo7aak,0,864.0,486.0
z32199zaptw,0,864.0,486.0
v0035a80q9x,0,864.0,486.0
h3219osg5ns,0,864.0,486.0
s3218jueko4,0,864.0,486.0
v32185bzr7v,0,864.0,486.0
a3218uyikyz,0,864.0,486.0
g32199svo7g,0,864.0,486.0
f3219gj22rb,0,864.0,486.0
x3110q3d03u,0,486.0,486.0
v0035aj1hah,0,864.0,486.0
d3218v924hu,0,486.0,864.0
j32189mey5f,0,864.0,486.0
u3218m9rkn3,0,864.0,486.0
l3218ampssd,0,864.0,486.0
x3103eqv9qt,0,864.0,486.0
r3218q6ib1c,0,864.0,486.0
n0383rwno7u,0,640.0,352.0
m32186cdl6f,0,864.0,486.0
j3218q8j9s3,0,486.0,864.0
d321870jt1c,0,864.0,486.0
g3103o185g0,0,864.0,486.0
t32187l4dow,0,864.0,486.0
q3218ytpy21,0,486.0,864.0
g3218otloth,0,864.0,486.0
n32187mqt6u,0,486.0,864.0
q3218e598s3,0,864.0,486.0
b0747y1dw9p,0,848.0,480.0
l3218z7tgfr,0,864.0,486.0
p3218b7m3lq,0,864.0,486.0
y3218gydatv,0,864.0,486.0
w3218i0x0kr,0,864.0,486.0
z00357q3z27,0,864.0,486.0
y3218qs53d9,0,864.0,486.0
y3218lt4mw1,0,864.0,486.0
j3218qfrdv7,0,540.0,960.0
t3218y34ent,0,864.0,486.0
r3138wsunji,0,486.0,864.0
h3218h8g3gv,0,864.0,486.0
n3108ub2yop,0,648.0,486.0
b3218pfiwkt,0,864.0,486.0
m3109mvx4gt,0,486.0,864.0
v32186g9exp,0,864.0,486.0
b3218e6lri7,0,486.0,864.0
b1437uv2i41,0,864.0,486.0
k3218jgfknb,0,864.0,486.0
o3218sghak5,0,864.0,486.0
s321847pehv,0,486.0,864.0
w3218070baa,0,486.0,864.0
n3218k3q1zj,0,864.0,486.0
z32161ph9y2,0,864.0,486.0
e32172lfa2h,0,486.0,864.0
x3216ywg670,0,486.0,864.0
v32182laks2,0,864.0,486.0
w32175lmd2f,0,864.0,486.0
u3217sm6e5h,0,864.0,486.0
r3209regdzq,0,540.0,960.0
k3218moi27j,0,486.0,864.0
y3217z7evge,0,664.0,486.0
v3218gokfvg,0,486.0,864.0
e3217nvtn5b,0,864.0,486.0
o3218rywtxw,0,864.0,486.0
n3217u9h69x,0,864.0,486.0
l32170dp3n0,0,864.0,486.0
j32180rr5vd,0,864.0,486.0
r32181lm0y0,0,486.0,864.0
x3217a3rf36,0,864.0,486.0
z3218pngyzh,0,486.0,834.0
j3218nmhy9o,0,486.0,864.0
l3217oqql5w,0,864.0,486.0
g3218q71ues,0,864.0,486.0
h3218k094zs,0,486.0,864.0
t3218econfa,0,864.0,486.0
n3218kp9vc2,0,486.0,864.0
v3218qkb6le,0,486.0,864.0
h3218s4mgd8,0,864.0,486.0
c3218gj7xnh,0,864.0,486.0
i3218jglmxh,0,486.0,864.0
f3218ql5xxj,0,486.0,864.0
i3218bm7bew,0,540.0,960.0
l3218w0gjo1,0,486.0,864.0
o3217tf66ox,0,864.0,486.0
q3218lny6my,0,486.0,864.0
h32187jcqqz,0,864.0,486.0
e32187otpng,0,864.0,486.0
m3218ayzars,0,486.0,864.0
b32187e9zll,0,864.0,486.0
n3218eowlz0,0,864.0,486.0
c3218yk8fmi,0,486.0,864.0
e3218nkaj5q,0,486.0,814.0
v3218t3wkqn,0,486.0,864.0
u3218xzeycb,0,864.0,486.0
p3217ic0p5a,0,864.0,486.0
t3218f95p97,0,486.0,864.0
j3217c50yfw,0,864.0,486.0
x3217f3eqbp,0,864.0,486.0
z3218l2mqrj,0,864.0,486.0
p3218gdfqz0,0,482.0,864.0
y32173vvhzh,0,864.0,486.0
k3217prnzdh,0,638.0,486.0
u3218o77cnl,0,486.0,864.0
r32189xieg1,0,486.0,864.0
y3218bq3s3h,0,864.0,486.0
v321831k5zu,0,864.0,486.0
k3218ud1uvy,0,486.0,864.0
e321797jjjc,0,864.0,486.0
y32181wrog0,0,486.0,864.0
r3217c69cvv,0,864.0,486.0
b32180tkrtw,0,864.0,486.0
t3218kv2pv7,0,486.0,864.0
z0035wxgerr,0,864.0,486.0
q3217yx2y1k,0,864.0,486.0
p3218whulao,0,864.0,486.0
b32176ejx0c,0,486.0,864.0
h3218ia4hb4,0,486.0,864.0
f32184tc4xz,0,486.0,864.0
o3217761fso,0,486.0,860.0
x3217flwhuh,0,432.0,864.0
u3218ojp8zd,0,864.0,486.0
a3216crwzar,0,648.0,486.0
b3217bh8s2g,0,864.0,486.0
s3218vl07ks,0,486.0,864.0
h3218isywsj,0,486.0,864.0
s3217vbqv4q,0,486.0,858.0
a3217nqdzvz,0,864.0,486.0
m3217s6z2t7,0,864.0,486.0
b3217wz554h,0,864.0,486.0
p3218fwp0y4,0,486.0,864.0
b32182ktx65,0,864.0,486.0
p3218lik7gs,0,864.0,486.0
o3217b2m9c6,0,864.0,486.0
f3217w770ek,0,864.0,486.0
g32184l5vnb,0,864.0,486.0
p32189f2gdi,0,864.0,486.0
f3218059dt2,0,864.0,486.0
e3218kf7e2g,0,864.0,486.0
o3218gvx4zh,0,864.0,486.0
b32181gpyrh,0,864.0,486.0
o3218ms9pic,0,486.0,860.0
k3218zocrbg,0,664.0,486.0
n3218jut22z,0,864.0,486.0
p3217aulkno,0,864.0,486.0
m32189dz4vb,0,486.0,864.0
q3218qw7bqx,0,486.0,864.0
c3218vaxj1a,0,864.0,486.0
s3218cy9h9v,0,864.0,486.0
k3218i7qko9,0,664.0,486.0
k321868f64j,0,864.0,486.0
q32181cx0v2,0,864.0,486.0
a32182oqqcv,0,486.0,834.0
s0936ymgp6b,0,864.0,486.0
y3218m371sw,0,864.0,486.0
e3218dc8wg4,0,864.0,486.0
k3218n6bfqb,0,864.0,486.0
h3218iw7u1w,0,864.0,486.0
t3218upwoxt,0,486.0,864.0
g3218wsjmck,0,864.0,486.0
o3218tlhexz,0,864.0,486.0
w3218jb2afm,0,864.0,486.0
f32197h7361,0,486.0,864.0
v3218qpbt88,0,864.0,486.0
o3218xb7oc4,0,864.0,486.0
m3218nveazd,0,864.0,486.0
q32182wrgzc,0,864.0,486.0
g3218an36o0,0,864.0,486.0
a3218f5i14c,0,864.0,486.0
o32182kifkj,0,486.0,864.0
g3219vjw1yt,0,864.0,486.0
z3218q9dd1o,0,864.0,486.0
x3218ivkrhm,0,864.0,486.0
o3219l6ajku,0,864.0,486.0
j32187be2u2,0,864.0,486.0
t3218ddayri,0,486.0,486.0
e3218xlfytq,0,864.0,486.0
v32182uh1w4,0,864.0,486.0
c3218jkero1,0,864.0,486.0
b32194asq3s,0,540.0,960.0
u3219mfw2gi,0,664.0,486.0
c3219m5vz84,0,864.0,486.0
e3218l38kcu,0,864.0,486.0
i3219r67d20,0,486.0,864.0
v321833y2sl,0,486.0,864.0
x3219f0ir13,0,864.0,486.0
t3219i3gcin,0,486.0,854.0
v0035p29rma,0,864.0,486.0
r3218xrg6k3,0,864.0,486.0
p32185emf72,0,864.0,486.0
g3219ii6rzn,0,864.0,486.0
f3219py8lak,0,864.0,486.0
s32181f7fci,0,486.0,864.0
w32189us8r6,0,864.0,486.0
l3218gn8yp0,0,864.0,486.0
o0035zaqyei,0,864.0,486.0
v3218jy9kd4,0,864.0,486.0
p3218ebzssw,0,864.0,486.0
c3043bwae07,0,864.0,484.0
w3218erjhdh,0,864.0,486.0
z3219746mbx,0,664.0,486.0
w3219bohzg1,0,864.0,486.0
h3218bfxn0e,0,486.0,858.0
h3219z41yl5,0,864.0,486.0
t32196z1whw,0,864.0,486.0
r3218nhjhi0,0,486.0,864.0
a3218hzvs4t,0,864.0,486.0
a3219ejmp7p,0,486.0,864.0
i3218a6uz4o,0,486.0,858.0
v3218x084xg,0,864.0,486.0
i3217g2dt11,0,486.0,864.0
b3218gocdb1,0,486.0,864.0
k3218jfj15c,0,864.0,486.0
n3218v1q32e,0,864.0,486.0
p32206mdsnr,0,864.0,486.0
t3219uiuo12,0,864.0,486.0
v3217ifm6ql,0,864.0,486.0
r32199fno6w,0,864.0,486.0
w32181uq5we,0,864.0,486.0
e0374qa5pjf,0,848.0,480.0
n3218jw15vb,0,864.0,486.0
a3220dlwbob,0,864.0,486.0
h32202ettrt,0,864.0,486.0
y3218roe0sd,0,486.0,864.0
r3219ve1gid,0,864.0,486.0
n3219bdo4t5,0,864.0,486.0
s3219wdka5u,0,864.0,486.0
f3219rw2x6p,0,864.0,486.0
x3220dmgpa6,0,864.0,486.0
z32182xqmsp,0,864.0,486.0
g3219tdbodh,0,864.0,486.0
c3216exq069,0,864.0,486.0
q3220so6d84,0,864.0,486.0
n32188acck2,0,864.0,486.0
v3221ofjv3s,0,486.0,858.0
f3219684v16,0,486.0,864.0
e32187p1q67,0,864.0,486.0
i321887b0e5,0,864.0,486.0
r3220qic70t,0,864.0,486.0
s0551bhxv2t,0,688.0,480.0
j3218u64da0,0,540.0,960.0
h3220slxsmh,0,664.0,486.0
a32205rubep,0,864.0,486.0
y3218c0rfvl,0,486.0,648.0
p3219ko9t3k,0,864.0,486.0
o32197nxppd,0,864.0,486.0
z3218clrcmg,0,864.0,486.0
a3220q3e84o,0,864.0,486.0
e32207moofl,0,864.0,388.0
p321809ywmm,0,864.0,486.0
p0035d1o0es,0,864.0,486.0
h3219xrcrzc,0,864.0,486.0
u3218qcwkh6,0,486.0,864.0
l32182jur56,0,778.0,486.0
d3220l7qr7u,0,864.0,486.0
s3220dz6866,0,540.0,960.0
z3218ixn0we,0,486.0,864.0
q3220q55z2o,0,540.0,960.0
u32189zdjqw,0,864.0,486.0
o3218gn8sc8,0,486.0,864.0
r32180q59n5,0,432.0,864.0
b3220y9oj5a,0,864.0,486.0
l3221vzm1b9,0,864.0,486.0
m32202esfs6,0,864.0,486.0
s322036wn4y,0,486.0,864.0
l32214vsntx,0,486.0,864.0
o3218iynnjr,0,864.0,486.0
j3218boagpm,0,864.0,486.0
i3220fqzw1r,0,864.0,486.0
o3218chf0w1,0,864.0,486.0
v3221new8b7,0,486.0,858.0
c0035aikp0i,0,864.0,486.0
i3221fcgpw3,0,864.0,486.0
w1437n7py2c,0,864.0,486.0
w321823mbwb,0,864.0,486.0
j3217ouiohz,0,486.0,864.0
g3217ngtl1p,0,486.0,864.0
u0035wnm22e,0,864.0,486.0
s3220b4ewzw,0,864.0,486.0
r3218whaed9,0,864.0,486.0
v3218ctznk6,0,864.0,486.0
n3220mq6e5b,0,864.0,486.0
i3218wg01wj,0,864.0,486.0
g321877g97g,0,864.0,486.0
p3220bg0leu,0,864.0,486.0
a3218dbiq8v,0,864.0,486.0
f3218y9a231,0,486.0,834.0
e32185vlavb,0,486.0,858.0
v32178o45as,0,864.0,486.0
a321871qj1n,0,486.0,864.0
v3218ocw4es,0,864.0,486.0
o3044w8eqqs,0,858.0,486.0
o3218awn9fb,0,864.0,486.0
g32182xgrtv,0,864.0,486.0
d3218jxun02,0,864.0,486.0
n3218yt69tn,0,864.0,486.0
c32180njho8,0,864.0,486.0
v32187vapv4,0,864.0,486.0
u3218ghvc45,0,864.0,486.0
d3218fhzkba,0,864.0,486.0
g3218v3jto2,0,864.0,486.0
y3218zbq3ay,0,864.0,486.0
v3218gngym3,0,648.0,486.0
q3218jsbl0v,0,864.0,486.0
d32181ndc89,0,864.0,486.0
z3217lv3f8g,0,864.0,486.0
q3218j9tea1,0,864.0,486.0
y3218t7ga90,0,864.0,486.0
a3218vpjzf7,0,864.0,486.0
l32175xeief,0,864.0,486.0
f003566pxsf,0,864.0,486.0
f3219ulbu42,0,486.0,864.0
o0035hz818x,0,864.0,486.0
k3218n467i3,0,864.0,486.0
t3218rk2x9o,0,864.0,486.0
g3219utmegv,0,648.0,486.0
x32203db6li,0,864.0,486.0
o3218uru57d,0,864.0,486.0
s3218mdw2mv,0,864.0,486.0
e3218699my5,0,864.0,486.0
j3218h8h7ye,0,864.0,486.0
h3220wleuwr,0,486.0,864.0
d3219oliges,0,486.0,834.0
e3218ds9ezg,0,486.0,864.0
p3218nrk8xs,0,864.0,486.0
r3213hqxmdo,0,864.0,486.0
a3219ot59s0,0,864.0,486.0
p3220dads26,0,864.0,486.0
b3218q5ki5b,0,864.0,486.0
d32185tut6r,0,864.0,486.0
e32187i4tm7,0,864.0,486.0
o322090wfwq,0,864.0,486.0
w3218tqb4cl,0,486.0,864.0
b3220nqh8h8,0,864.0,486.0
a3218i3n4gh,0,864.0,486.0
w32180sefnv,0,864.0,486.0
x3218g6zsjj,0,864.0,486.0
m3213i0gghi,0,864.0,486.0
b32182565vu,0,648.0,486.0
q3218oqid7p,0,864.0,486.0
p3218sqhube,0,864.0,486.0
m3218s9gw6b,0,864.0,486.0
y3218isfzod,0,864.0,486.0
l32182q0jfg,0,864.0,486.0
u32186jqofi,0,818.0,486.0
r3218bczdcx,0,818.0,486.0
d3220ar04ij,0,486.0,864.0
j3220wh9uoa,0,864.0,486.0
m32185wvegv,0,864.0,486.0
a3218fz7muk,0,864.0,486.0
q3218ofy8j6,0,864.0,486.0
n3218aasx1f,0,864.0,486.0
a3219golwtn,0,486.0,864.0
d32187fd18l,0,864.0,486.0
s32209ga2y9,0,846.0,486.0
t32185h8urd,0,864.0,486.0
o1437p0dxuk,0,804.0,486.0
l3218ac273q,0,864.0,486.0
v3218rgcfal,0,864.0,486.0
